chinese_name,name,unit_price,price,min_p,max_p,gap,url
Macro Wholefoods 市场意大利番茄丁,Macro Wholefoods Market Diced Italian Tomatoes,3.75,3.0,2.7,3.0,0.3,https://www.woolworths.com.au/shop/productdetails/374244
Simply Wize Napolitana 意大利面酱,Simply Wize Napolitana Pasta Sauce,11.6,5.8,4.0,5.8,1.8,https://www.woolworths.com.au/shop/productdetails/265492
牛骨汤,Beef Bone Broth,11.4,5.7,5.7,5.7,0.0,https://www.coles.com.au/product/coles-beef-bone-broth-500ml-3981713
精选慢煮查克牛排,Choice Slow Cook Chuck Steaks,17.0,19.55,18.4,19.55,1.15,https://www.coles.com.au/product/drovers-choice-slow-cook-chuck-steaks-approx.-1.15kg-5041107
麦提莎预告片传播,Malteser Teasers Spread,17.11,5.99,5.99,8.99,0.0,https://www.igashop.com.au/product/malteser-teasers-spread-160000014049
吉百利巧克力玫瑰盒装,Cadbury Chocolate Roses Boxed,26.67,6.0,6.0,9.45,0.0,https://www.igashop.com.au/product/cadbury-chocolate-roses-boxed-310751
Reeses 巧克力威化棒,Reeses Chocolate Wafer Sticks,47.62,2.0,1.25,2.0,0.75,https://www.igashop.com.au/product/reeses-chocolate-wafer-sticks-573891
优质塔斯马尼亚带皮三文鱼排 200 克,Premium Tasmanian Salmon Steak Skin On 200g,47.5,9.5,8.1,9.5,1.4,https://www.coles.com.au/product/huon-premium-tasmanian-salmon-steak-skin-on-200g-200g-7991457
约翰·韦斯特新鲜包装野生阿拉斯加红鲑鱼,John West Fresh Packed Wild Alaskan Red Salmon,42.86,4.5,4.5,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/33924
Broad Oak 农场新鲜整鸡 RSPCA 批准的鸡肉,Broad Oak Farms Fresh Whole RSPCA Approved Chicken per,3.99,3.99,3.99,3.99,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/broad-oak-farms-fresh-whole-rspca-approved-chicken-per-kg/
英厄姆鸡柳,Ingham’s Chicken Tenders,15.89,6.99,6.99,6.99,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/inghams-chicken-tenders-440g-9/
自由农场卡罗莱纳州烧烤鸡胸肉牛排,Freedom Farms Carolina BBQ Chicken Breast Steaks,18.72,7.49,7.49,7.49,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/freedom-farms-carolina-bbq-chicken-breast-steaks-400g/
准备好，开始……做饭！羊腿牛排迷迭香和薄荷每,"Ready, Set…Cook! Lamb Leg Steaks Rosemary & Mint per",19.99,19.99,19.99,19.99,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/ready-setcook-lamb-leg-steaks-rosemary-mint-per-kg/
鱼贩椒盐鱿鱼,The Fishmonger Salt & Pepper Squid,24.04,6.49,6.49,6.49,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/the-fishmonger-salt-pepper-squid-270g/
柯克斯汤力水,Kirks Tonicwater,0.72,0.9,0.9,2.7,0.0,https://www.woolworths.com.au/shop/productdetails/58996
柑橘类水果柑橘阿莫雷特,Citrus Fruits Mandarin Amorette,6.12,4.9,4.5,4.9,0.4,https://www.woolworths.com.au/shop/productdetails/882603
必需品牛肉千层面,Essentials Beef Lasagne,7.5,3.0,3.0,3.1,0.0,https://www.woolworths.com.au/shop/productdetails/389207
Leggo 的新鲜蘑菇和意大利乳清干酪馄饨,Leggo's Fresh Mushroom & Ricotta Ravioli,17.46,11.0,5.5,11.0,5.5,https://www.woolworths.com.au/shop/productdetails/809888
Leggo's 鸡肉焦糖洋葱意大利面,Leggo's Chicken & Caramelised Onion Agnolotti,8.73,5.5,5.5,11.0,0.0,https://www.woolworths.com.au/shop/productdetails/178871
社区公司咸焦糖芝士蛋糕,Community Co Salted Caramel Cheesecake,8.87,3.99,3.99,3.99,0.0,https://www.igashop.com.au/product/community-co-salted-caramel-cheesecake-157658
南澳大利亚美食公司蜂蜜芥末鸡肉餐,South Australian Gourmet Food Company Honey Mustard Chicken Meal,13.33,4.0,2.0,4.0,2.0,https://www.woolworths.com.au/shop/productdetails/659101
现成厨师菠菜和羊乳酪乳蛋饼,Ready Chef Spinach & Fetta Quiche,14.29,10.0,10.0,10.0,0.0,https://www.woolworths.com.au/shop/productdetails/623307
准备好的厨师乳蛋饼洛林,Ready Chef Quiche Lorraine,14.29,10.0,10.0,10.0,0.0,https://www.woolworths.com.au/shop/productdetails/623305
Mulino Bianco Galetti,Mulino Bianco Galetti,14.29,5.0,5.0,5.0,0.0,https://www.woolworths.com.au/shop/productdetails/553232
La Famiglia 大蒜面包 Ciabatta,La Famiglia Garlic Bread Ciabatta,24.24,8.0,5.0,8.0,3.0,https://www.woolworths.com.au/shop/productdetails/717550
La Zuppa 一锅泰式红咖喱配鹰嘴豆和南瓜,La Zuppa One-pot-dish Thai Red Curry With Chickpea & Pumpkin,18.0,5.4,3.75,5.4,1.65,https://www.woolworths.com.au/shop/productdetails/277756
Coco Earth 鸡肉卷饼碗即食餐,Coco Earth Chicken Burrito Bowl Ready Meal,20.78,8.0,4.0,8.0,4.0,https://www.woolworths.com.au/shop/productdetails/671200
大意大利菠菜和乳清干酪馄饨,Grand Italian Spinach & Ricotta Ravioli,13.85,4.5,3.5,7.0,1.0,https://www.woolworths.com.au/shop/productdetails/660214
意大利大鸡肉罗勒香蒜馄饨,Grand Italian Chicken & Basil Pesto Ravioli,13.85,4.5,3.5,7.0,1.0,https://www.woolworths.com.au/shop/productdetails/660192
Cc's Cornados 辣椒和酸奶油,Cc's Cornados Chilli Peppers & Sour Cream,45.45,5.0,2.5,5.0,2.5,https://www.woolworths.com.au/shop/productdetails/880088
Safcol 油熏贻贝,Safcol Smoked Mussels In Oil,23.53,2.0,2.0,2.0,0.0,https://www.woolworths.com.au/shop/productdetails/883679
准备好的厨师乳蛋饼洛林,Ready Chef Quiche Lorraine,23.75,4.75,4.75,4.75,0.0,https://www.woolworths.com.au/shop/productdetails/613986
现成厨师菠菜和羊乳酪乳蛋饼,Ready Chef Spinach & Fetta Quiche,23.75,4.75,4.75,4.75,0.0,https://www.woolworths.com.au/shop/productdetails/620087
Sirena金枪鱼甜辣饭,Sirena Tuna Sweet Chilli Rice,25.29,4.3,3.0,4.3,1.3,https://www.woolworths.com.au/shop/productdetails/840323
塞雷纳金枪鱼海鲜饭,Sirena Tuna Paella,25.29,4.3,3.0,4.3,1.3,https://www.woolworths.com.au/shop/productdetails/804491
Sirena金枪鱼泰式咖喱面,Sirena Tuna Thai Curry Noodles,25.29,4.3,3.0,4.3,1.3,https://www.woolworths.com.au/shop/productdetails/804464
Sirena 金枪鱼零食桶番茄洋葱零食,Sirena Tuna Snack Tub Tomato & Onion Snacking,37.65,3.2,2.5,3.2,0.7,https://www.woolworths.com.au/shop/productdetails/804685
D'orsogna 萨拉米美味棒 温和,D'orsogna Salami Tasty Sticks Mild,30.0,75.0,75.0,75.0,0.0,https://www.woolworths.com.au/shop/productdetails/383682
蔬菜薯片熟食薯片原味,Vege Chips Deli Crisps Original,32.5,3.25,3.25,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/641523
蔬菜薯片熟食薯片紫甘薯,Vege Chips Deli Crisps Purple Sweet Potato,32.5,3.25,3.25,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/641258
蔬菜片黄色甘薯熟食薯片,Vege Chips Yellow Sweet Potato Deli Crisps,32.5,3.25,3.25,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/684256
蔬菜薯片熟食薯片扁豆微盐,Vege Chips Deli Crisps Lentil Lightly Salted,32.5,3.25,3.25,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/927666
吉百利泥饼巧克力块,Cadbury Mudcake Chocolate Block,14.97,2.5,2.5,6.0,0.0,https://www.woolworths.com.au/shop/productdetails/664596
Clif Bar 能量棒巧克力片,Clif Bar Energy Bar Chocolate Chip,44.12,3.0,1.75,3.0,1.25,https://www.woolworths.com.au/shop/productdetails/756168
Clif Bar 松脆花生酱,Clif Bar Crunchy Peanut Butter,44.12,3.0,1.75,3.0,1.25,https://www.woolworths.com.au/shop/productdetails/404245
Clif Bar 能量棒白巧克力澳洲坚果,Clif Bar Energy Bar White Chocolate Macadamia,44.12,3.0,1.75,3.0,1.25,https://www.woolworths.com.au/shop/productdetails/756172
Clif Bar 巧克力布朗尼,Clif Bar Chocolate Brownie,44.12,3.0,1.75,3.0,1.25,https://www.woolworths.com.au/shop/productdetails/101953
Clif Bar 花生酱香蕉配黑巧克力,Clif Bar Peanut Butter Banana With Dark Chocolate,44.12,3.0,1.75,3.0,1.25,https://www.woolworths.com.au/shop/productdetails/39453
Clif Bar 清凉薄荷巧克力能量棒,Clif Bar Cool Mint Chocolate Energy Bar,44.12,3.0,1.75,3.0,1.25,https://www.woolworths.com.au/shop/productdetails/626739
欧陆式汤 Sensations 蘑菇和培根 2 份,Continental Soup Sensations Mushroom & Bacon Serves 2,36.46,1.75,1.75,1.75,0.0,https://www.woolworths.com.au/shop/productdetails/81497
Primo 丹麦萨拉米熟食店切片温和,Primo Danish Salami Mild Sliced From The Deli,37.0,37.0,32.5,37.0,4.5,https://www.woolworths.com.au/shop/productdetails/312270
南开普娱乐拼盘 4 种奶酪精选,South Cape Entertaining Platter 4 Cheese Selections,39.08,17.0,17.0,17.0,0.0,https://www.woolworths.com.au/shop/productdetails/331791
Dhuwa 咖啡豆启动混合,Dhuwa Coffee Beans Kickstart Blend,39.9,19.95,16.0,19.95,3.95,https://www.woolworths.com.au/shop/productdetails/804304
斯诺登尼亚奶酪公司 红色风暴 红色莱斯特,Snowdonia Cheese Co Red Storm Red Leicester,50.0,7.5,6.0,7.5,1.5,https://www.woolworths.com.au/shop/productdetails/24358
手榴弹奥利奥牛奶巧克力高蛋白棒,Grenade Oreo Milk Choc High Protein Bar,41.67,2.5,2.5,3.0,0.0,https://www.woolworths.com.au/shop/productdetails/286090
手榴弹焦糖混沌焦糖味高蛋白棒,Grenade Caramel Chaos Caramel Flavour High Protein Bar,41.67,2.5,2.5,3.0,0.0,https://www.woolworths.com.au/shop/productdetails/92058
手榴弹花生坚果高蛋白棒花生坚果,Grenade Peanut Nutter High Protein Bar Peanut Nutter,41.67,2.5,2.5,3.0,0.0,https://www.woolworths.com.au/shop/productdetails/92061
手榴弹巧克力片饼干面团味高蛋白棒,Grenade Chocolate Chip Cookie Dough Flavour High Protein Bar,41.67,2.5,2.5,3.0,0.0,https://www.woolworths.com.au/shop/productdetails/170301
手榴弹白巧克力咸花生高蛋白棒,Grenade White Chocolate Salted Peanut High Protein Bar,41.67,2.5,2.5,3.0,0.0,https://www.woolworths.com.au/shop/productdetails/96484
手榴弹白巧克力曲奇味高蛋白棒,Grenade White Chocolate Cookie Flavour High Protein Bar,41.67,2.5,2.5,3.0,0.0,https://www.woolworths.com.au/shop/productdetails/92326
阿诺特的无麸质爵士饼干,Arnott's Gluten Free Jatz Cracker Biscuits,37.69,4.9,3.85,5.5,1.05,https://www.woolworths.com.au/shop/productdetails/612774
欧式汤感越南鸡肉和香菇,Continental Soup Sensations Vietnamese Chicken & Shiitake Mushroom,43.75,1.75,1.75,1.75,0.0,https://www.woolworths.com.au/shop/productdetails/199453
旺卡永恒的大块头,Wonka Everlasting Gobstopper,44.0,2.2,2.2,2.2,0.0,https://www.woolworths.com.au/shop/productdetails/649622
天然陶瓷研磨喜马拉雅岩盐,Natural Ceramic Grinder Himalayan Rock Salt,45.0,4.5,4.5,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/445342
Hunter Belle 切达干酪 蔓越莓和开心果,Hunter Belle Cheddar Cranberry & Pistachio,45.36,6.35,6.35,6.35,0.0,https://www.woolworths.com.au/shop/productdetails/484504
薄洋葱圈原味烤洋葱,Thins Onion Rings Original Roast Onion,22.73,0.5,0.5,1.0,0.0,https://www.woolworths.com.au/shop/productdetails/482484
薄洋葱圈酸奶油和细香葱,Thins Onion Rings Sour Cream & Chives,22.73,0.5,0.5,1.0,0.0,https://www.woolworths.com.au/shop/productdetails/481227
Wurstel 淡味萨拉米棒,Wurstel Mild Salami Sticks,46.67,7.0,7.0,7.0,0.0,https://www.woolworths.com.au/shop/productdetails/391850
Wurstel 热萨拉米棒,Wurstel Hot Salami Sticks,46.67,7.0,7.0,7.0,0.0,https://www.woolworths.com.au/shop/productdetails/393125
去天然酒吧澳洲坚果梦想,Go Natural Bars Macadamia Dream,48.0,2.4,2.4,2.4,0.0,https://www.woolworths.com.au/shop/productdetails/378737
牛眼菲力牛排小包,Beef Eye Fillet Steak Small Pack,48.33,14.5,14.5,14.5,0.0,https://www.coles.com.au/product/coles-beef-eye-fillet-steak-small-pack-300g-6358620
诺埃尔熏制熟食店新鲜切片的西班牙火腿塞拉诺,Noel Smoked Spanish Jamon Serrano Freshly Sliced From The Deli,50.0,50.0,50.0,50.0,0.0,https://www.woolworths.com.au/shop/productdetails/800956
阿诺特的无麸质形状烧烤,Arnott's Gluten Free Shapes Barbecue,44.55,4.9,3.85,5.5,1.05,https://www.woolworths.com.au/shop/productdetails/610368
Woolworths 牛肉千层面,Woolworths Beef Lasagne,10.67,4.0,3.45,4.0,0.55,https://www.woolworths.com.au/shop/productdetails/388386
Woolworths 鸡肉沙爹配饭,Woolworths Chicken Satay With Rice,10.67,4.0,3.45,4.0,0.55,https://www.woolworths.com.au/shop/productdetails/389227
Woolworths 辣椒酱配糙米,Woolworths Chilli Con Carne With Brown Rice,10.67,4.0,3.45,4.0,0.55,https://www.woolworths.com.au/shop/productdetails/389652
Woolworths 红薯小屋派,Woolworths Sweet Potato Cottage Pie,10.67,4.0,3.45,4.0,0.55,https://www.woolworths.com.au/shop/productdetails/388387
Woolworths 泰式蔬菜炒河粉配米粉,Woolworths Vegetable Pad Thai With Rice Noodles,10.67,4.0,3.45,4.0,0.55,https://www.woolworths.com.au/shop/productdetails/389212
Woolworths 科尔马鸡配米饭,Woolworths Chicken Korma With Rice,10.67,4.0,3.45,4.0,0.55,https://www.woolworths.com.au/shop/productdetails/389671
新鲜美味西红柿散装,Fresh Gourmet Tomatoes Loose,12.91,1.42,0.76,1.42,0.66,https://www.coles.com.au/product/coles-fresh-gourmet-tomatoes-loose-approx.-110g-4597109
Fifya 3 层玉米片浸,Fifya 3 Layer Nacho Dip,20.0,5.0,4.5,6.0,0.5,https://www.woolworths.com.au/shop/productdetails/117923
La Famiglia 厨房奶酪香蒜酱两人面包,La Famiglia Kitchen Cheesy Pesto Garlic Bread For Two,23.68,4.5,3.8,4.5,0.7,https://www.woolworths.com.au/shop/productdetails/583303
简单美味的新鲜罗勒配腰果和帕尔马干酪,Simply Delish Chunky Dip Fresh Basil With Cashews & Parmesan,24.0,3.6,3.6,3.6,0.0,https://www.woolworths.com.au/shop/productdetails/239175
简单美味的粗浸晒干番茄、辣椒和腰果,"Simply Delish Chunky Dip Sundried Tomato, Capsicum & Cashew",24.0,3.6,3.6,3.6,0.0,https://www.woolworths.com.au/shop/productdetails/239027
我的肌肉厨师每个人墨西哥拉鸡,My Muscle Chef Every Body Mexican Pulled Chicken,35.15,11.95,11.95,11.95,0.0,https://www.igashop.com.au/product/my-muscle-chef-every-body-mexican-pulled-chicken-426997
Tidbit Foods 松露奶酪,Tidbit Foods Truffle Cheese,36.67,5.5,5.5,5.5,0.0,https://www.woolworths.com.au/shop/productdetails/219163
Maggi Fusian 速溶 Mi Goreng 大豆和温和香料 2 分钟杯,Maggi Fusian Instant Mi Goreng Soy & Mild Spice 2 Minute Cup,39.06,2.5,1.8,2.5,0.7,https://www.igashop.com.au/product/maggi-fusian-instant-mi-goreng-soy-&-mild-spice-2-minute-cup-81726
海蓝色烟熏三文鱼片,Ocean Blue Sliced Smoked Salmon,50.0,25.0,25.0,25.0,0.0,https://www.woolworths.com.au/shop/productdetails/396265
宏观有机甜玉米,Macro Organic Sweet Corn,19.75,7.9,5.5,7.9,2.4,https://www.woolworths.com.au/shop/productdetails/372556
拉纳晒干番茄香蒜馄饨,Rana Sundried Tomato Pesto Ravioli,24.62,8.0,5.5,8.0,2.5,https://www.woolworths.com.au/shop/productdetails/519540
拉纳意大利馄饨配帕尔马火腿,Rana Italian Ravioli With Prosciutto Di Parma,26.67,8.0,5.5,8.0,2.5,https://www.woolworths.com.au/shop/productdetails/583286
Prego 奶酪通心粉,Prego Mac & Cheese,31.43,2.2,2.0,2.2,0.2,https://www.woolworths.com.au/shop/productdetails/633536
Woolworths 牛胸肉 牛胸肉,Woolworths Beef Brisket Brisket,32.14,45.0,18.2,45.0,26.8,https://www.woolworths.com.au/shop/productdetails/148672
Cobs 天然爆米花切达奶酪多件装,Cobs Natural Popcorn Cheddar Cheese Multipack,24.83,1.49,1.49,1.49,0.0,https://www.igashop.com.au/product/cobs-natural-popcorn-cheddar-cheese-multipack-554907
传统乳清干酪,Traditional Ricotta,11.0,14.3,13.78,14.3,0.52,https://www.coles.com.au/product/la-casa-del-formaggio-traditional-ricotta-approx.-1.3kg-3218395
熟食店的意式香肠,Mortadella From The Deli,16.5,1.65,1.15,1.65,0.5,https://www.coles.com.au/product/bertocchi-mortadella-from-the-deli-approx.-100g-9777094
熟食店的胡椒熟香肠,Pepper Mortadella From The Deli,16.48,2.06,1.44,2.06,0.62,https://www.coles.com.au/product/bertocchi-pepper-mortadella-from-the-deli-approx.-125g-9777083
低脂乳清干酪,Reduced Fat Ricotta,11.0,16.5,16.5,17.7,0.0,https://www.coles.com.au/product/la-casa-del-formaggio-reduced-fat-ricotta-1.5kg-8067107
RSPCA 批准的鸡腿片,RSPCA Approved Chicken Leg Fillets,12.0,1.8,1.8,1.8,0.0,https://www.coles.com.au/product/coles-deli-rspca-approved-chicken-leg-fillets-approx.-150g-7030790
熟食店的中培根,Middle Bacon From The Deli,14.5,1.45,1.0,1.9,0.45,https://www.coles.com.au/product/primo-middle-bacon-from-the-deli-approx.-100g-4304255
地中海橄榄,Mediterranean Olives,26.0,2.6,1.2,2.6,1.4,https://www.coles.com.au/product/coles-deli-mediterranean-olives-approx.-100g-3067835
切达干酪Spaccato,Cheddar Spaccato,20.0,2.0,2.0,2.0,0.0,https://www.coles.com.au/product/black-jack-cheddar-spaccato-approx.-100g-2240730
熟食店的澳大利亚香槟火腿,Australian Champagne Ham From The Deli,24.0,3.0,2.5,3.0,0.5,https://www.coles.com.au/product/coles-australian-champagne-ham-from-the-deli-approx.-125g-5051494
已过期地中海混合橄榄,Exp Mediteranean Mix Olives,23.0,6.9,6.9,6.9,0.0,https://www.coles.com.au/product/coles-deli-exp-mediteranean-mix-olives-300g-7825640
巨型无核卡拉马塔橄榄,Giant Pitted Kalamata Olives,23.0,2.3,2.3,2.4,0.0,https://www.coles.com.au/product/coles-giant-pitted-kalamata-olives-approx.-100g-5554156
半干番茄新鲜罗勒,Semi Dried Tomatoes Fresh Basil,25.93,3.5,3.0,3.5,0.5,https://www.coles.com.au/product/coles-semi-dried-tomatoes-fresh-basil-135g-6481444
银边,Silverside,27.0,2.7,2.1,2.7,0.6,https://www.coles.com.au/product/coles-silverside-approx.-100g-1472253
即饮土耳其软糖,Rtd Turkish Delight,36.84,7.0,5.8,7.0,1.2,https://www.coles.com.au/product/coles-rtd-turkish-delight-190g-3328473
优质 Melosi 腿火腿,Premium Melosi Leg Ham,32.5,3.25,2.4,3.25,0.85,https://www.coles.com.au/product/don-premium-melosi-leg-ham-approx.-100g-9358230
来自熟食店的热意大利萨拉米香肠,Hot Soppressa Salami From The Deli,34.0,4.25,3.62,5.25,0.63,https://www.coles.com.au/product/bertocchi-hot-soppressa-salami-from-the-deli-approx.-125g-6677184
香槟腿火腿,Champagne Leg Ham,39.5,3.95,3.0,3.95,0.95,https://www.coles.com.au/product/primo-champagne-leg-ham-100g-3055086
Striker 温和萨拉米棒,Striker Mild Salami Sticks,47.62,5.0,5.0,5.0,0.0,https://www.coles.com.au/product/hans-striker-mild-salami-sticks-105g-5476937
鳕鱼,Cod,48.0,12.0,12.0,12.0,0.0,https://www.coles.com.au/product/cooke-cod-250g-8018553
烟熏布里干酪,Smoked Brie,48.89,8.8,8.8,8.8,0.0,https://www.coles.com.au/product/udder-delights-smoked-brie-180g-6372019
丹麦萨拉米,Danish Salami,37.5,3.0,3.0,3.95,0.0,https://www.coles.com.au/product/primo-danish-salami-80g-2807856
本土卡卡杜李子和罗勒,Native Kakadu Plum & Basil,49.5,4.95,4.95,4.95,0.0,https://www.coles.com.au/product/artisan-crackers-native-kakadu-plum-&-basil-100g-7062120
橡木烟熏切达干酪,Oak Smoked Cheddar,50.0,5.0,5.0,5.0,0.0,https://www.coles.com.au/product/coles-finest-oak-smoked-cheddar-approx.-100g-3892599
蔓越莓南瓜籽饼干,Cranberry & Pumpkin Seed Crackers,33.33,5.0,5.0,7.5,0.0,https://www.coles.com.au/product/ob-finest-cranberry-&-pumpkin-seed-crackers-150g-2792395
腰果迷迭香饼干,Cashew & Rosemary Crackers,33.33,5.0,5.0,7.5,0.0,https://www.coles.com.au/product/ob-finest-cashew-&-rosemary-crackers-150g-2792420
无花果杏仁饼干,Fig & Almond Crackers,33.33,5.0,5.0,7.5,0.0,https://www.coles.com.au/product/ob-finest-fig-&-almond-crackers-150g-3053058
无花果和山核桃饼干,Fig & Pecan Crackers,33.33,5.0,5.0,7.5,0.0,https://www.coles.com.au/product/ob-finest-fig-&-pecan-crackers-150g-6270970
杏子和澳洲坚果饼干,Apricot & Macadamia Crackers,33.33,5.0,5.0,7.5,0.0,https://www.coles.com.au/product/ob-finest-apricot-&-macadamia-crackers-150g-6272353
里斯的白花生酱杯,Reese's White Peanut Butter Cups,32.05,1.25,1.0,1.25,0.25,https://www.woolworths.com.au/shop/productdetails/494618
Munchme 开心果蔓越莓,Munchme Pistachio Cranberry,39.17,4.7,4.0,5.4,0.7,https://www.woolworths.com.au/shop/productdetails/111269
宏澳大利亚特瘦炒牛肉,Macro Australian Extra Lean Stir Fry Beef,33.33,15.0,12.5,15.0,2.5,https://www.woolworths.com.au/shop/productdetails/399190
萨默代尔松露切达干酪,Somerdale Truffelino Cheddar,50.0,7.5,5.7,7.5,1.8,https://www.woolworths.com.au/shop/productdetails/63806
马杜拉黑叶茶有机,Madura Black Leaf Tea Organic,41.0,6.15,5.35,6.15,0.8,https://www.woolworths.com.au/shop/productdetails/427884
马杜拉绿叶茶有机,Madura Green Leaf Tea Organic,41.0,6.15,5.35,6.15,0.8,https://www.woolworths.com.au/shop/productdetails/427885
Darrell Lea 软中心礼盒,Darrell Lea Soft Centre Gift Box,48.04,12.25,7.0,12.25,5.25,https://www.igashop.com.au/product/darrell-lea-soft-centre-gift-box-966895
全球海鲜虾圈,Global Seafoods Prawn Ring,39.22,10.0,10.0,11.62,0.0,https://www.igashop.com.au/product/global-seafoods-prawn-ring-20000000690
Tidbit Foods 复古 Manchego 12 个月,Tidbit Foods Vintage Manchego 12 Months,50.0,7.5,6.9,7.5,0.6,https://www.woolworths.com.au/shop/productdetails/216899
Nerds 软糖簇彩虹浓郁且松脆,Nerds Gummy Clusters Rainbow Tangy & Crunchy,47.06,4.0,4.0,4.0,0.0,https://www.woolworths.com.au/shop/productdetails/157433
Woolworths 新鲜平头鱼片，去皮去骨,Woolworths Fresh Flathead Fillets Skinned & Boned,48.0,48.0,48.0,48.0,0.0,https://www.woolworths.com.au/shop/productdetails/88789
厨师烧焦的花生棒,Cooks Scorched Peanut Bar,45.56,2.05,2.05,2.23,0.0,https://www.igashop.com.au/product/cooks-scorched-peanut-bar-835007
自由放养整鸡,The Free Ranger Free Range Whole Chicken,9.0,17.1,13.3,17.1,3.8,https://www.woolworths.com.au/shop/productdetails/88895
阳光葡萄干,Sunbeam Raisins,14.67,5.5,4.4,5.5,1.1,https://www.igashop.com.au/product/sunbeam-raisins-46226
Woolworths 牛膝牛肉,Woolworths Beef Osso Bucco,21.0,16.8,12.0,16.8,4.8,https://www.woolworths.com.au/shop/productdetails/185269
Woolworths 牛肉夹头,Woolworths Beef Chuck,17.5,22.75,19.5,22.75,3.25,https://www.woolworths.com.au/shop/productdetails/141203
Woolworths 羊前腿排 2 - 3 块,Woolworths Lamb Forequarter Chops 2 - 3 Pieces,14.0,10.5,10.5,14.25,0.0,https://www.woolworths.com.au/shop/productdetails/764848
口哨屠夫草饲安格斯牛肉汉堡,The Whistling Butcher Grass Fed Angus Beef Burgers,16.65,9.99,9.99,9.99,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/the-whistling-butcher-grass-fed-angus-beef-burgers-600g/
Jindurra Station 牛肉炖布科每,Jindurra Station Beef Osso Bucco per,16.99,16.99,16.99,16.99,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/jindurra-station-beef-osso-bucco-per-kg-4/
每份,Three Aussie Farmers Sweet and Spicy Pork Ribs per,17.99,17.99,17.99,17.99,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/three-aussie-farmers-sweet-and-spicy-pork-ribs-per-kg/
三块澳洲农家甜辣排骨宏观自由放养 10 迷你鸡胸肉串,Macro Free Range 10 Mini Chicken Breast Kebabs,18.0,9.0,6.0,9.0,3.0,https://www.woolworths.com.au/shop/productdetails/235541
准备好，开始……做饭！慢煮手撕猪肉,"Ready, Set...Cook! Slow Cooked Pulled Pork",21.98,10.99,10.99,10.99,0.0,https://www.aldi.com.au/groceries/super-savers/super-savers-detail/ps/p/ready-setcook-slow-cooked-pulled-pork-500g-1/
社区公司婴儿刺山柑,Community Co Baby Capers,25.0,2.5,2.5,2.5,0.0,https://www.igashop.com.au/product/community-co-baby-capers-826228
刚抓到的煮熟的虾尾巴特别小,Just Caught Cooked Prawns Tail Off Extra Small,28.57,10.0,8.0,10.0,2.0,https://www.woolworths.com.au/shop/productdetails/905347
刚钓到蒜蓉虾,Just Caught Garlic Prawns,27.0,13.5,13.5,15.0,0.0,https://www.woolworths.com.au/shop/productdetails/62458
Thomas Dux 木瓜酱,Thomas Dux Quince Paste,31.5,3.15,3.15,3.15,0.0,https://www.woolworths.com.au/shop/productdetails/212774
有机草饲牛肉苏格兰菲力牛排,Organic Grass-Fed Beef Scotch Fillet Steak,43.1,12.5,12.5,12.5,0.0,https://www.coles.com.au/product/cleaver's-organic-grass-fed-beef-scotch-fillet-steak-290g-6762534
Woolworths 牛臀厚切牛排,Woolworths Beef Rump Medallions Thick Cut Steak,46.25,18.5,14.0,18.5,4.5,https://www.woolworths.com.au/shop/productdetails/82223
Woolworths 皱纹切薯片,Woolworths Crinkle Cut Chips,5.0,4.5,4.5,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/502401
Woolworths Prep Set Go Slice 三色辣椒,Woolworths Prep Set Go Slice Tri Colour Capsicum,6.0,3.0,3.0,3.0,0.0,https://www.woolworths.com.au/shop/productdetails/817508
CSR 糖浆,CSR Treacle Syrup,7.06,6.0,6.0,6.0,0.0,https://www.igashop.com.au/product/csr-treacle-syrup-620305
社区公司大蒜面包,Community Co Garlic Loaf,7.25,2.9,2.9,2.9,0.0,https://www.igashop.com.au/product/community-co-garlic-loaf-979796
Nuttelex 原味无乳制品涂抹酱,Nuttelex Original Dairy Free Spread,8.0,8.0,7.9,9.0,0.1,https://www.woolworths.com.au/shop/productdetails/172520
Superboost 保湿 Patty Mills 热带,Superboost Hydration Patty Mills Tropical,4.5,2.25,2.25,4.5,0.0,https://www.woolworths.com.au/shop/productdetails/905302
鸟眼金脆响尾蛇扭曲薯片,Birds Eye Golden Crunch Sidewinders Twisty Potato Chips,7.47,5.6,5.5,7.0,0.1,https://www.woolworths.com.au/shop/productdetails/903431
